fold,epoch,train_loss,val_loss,pearson,spearman,r2
,1,0.1789357643390056,0.03709315061569214,0.3035753071308136,0.26387685537338257,0.08957833051681519
,2,0.04668098057408144,0.03461682684719562,0.39934608340263367,0.3489629924297333,0.14378494024276733
,3,0.04396926290770568,0.033247143402695654,0.42282596230506897,0.37725135684013367,0.17491763830184937
,4,0.04115725441439317,0.033096826449036595,0.5140720009803772,0.47143134474754333,0.17932385206222534
,5,0.03797515155286482,0.028299925103783607,0.5753623247146606,0.5414900183677673,0.3056907057762146
,6,0.03420336457836156,0.027066509798169137,0.6138507723808289,0.5912908315658569,0.33872050046920776
,7,0.03309519588947296,0.031936275959014895,0.621593713760376,0.6051695346832275,0.23166203498840332
,8,0.03180634874002178,0.025870724767446517,0.6247448325157166,0.605972945690155,0.36502426862716675
,9,0.031574439699992095,0.025767074152827262,0.6412321925163269,0.626447319984436,0.37312185764312744
,10,0.0307737931166545,0.02458881475031376,0.6388800740242004,0.6229824423789978,0.3935474753379822
,11,0.030554774835115612,0.023874133080244064,0.6512225270271301,0.6360902190208435,0.4207879304885864
,12,0.030344806058276996,0.025266025960445405,0.6485335826873779,0.6342288851737976,0.38633477687835693
,13,0.030241344843317967,0.023960766196250916,0.6504614949226379,0.6328074932098389,0.41811782121658325
,14,0.029558505696973,0.02328052669763565,0.6579889059066772,0.6405428647994995,0.42915409803390503
,15,0.029511578897438426,0.023481738194823264,0.6627041697502136,0.6462913751602173,0.42789745330810547
,16,0.029239695371672658,0.024574743956327437,0.664211630821228,0.6478759050369263,0.41068774461746216
,17,0.029086720604117555,0.022889427468180658,0.6668877005577087,0.6500694155693054,0.4432522654533386
,18,0.029079065261648433,0.022771671041846277,0.6670241355895996,0.6508615016937256,0.4428510069847107
,19,0.02930457050921303,0.026643285900354384,0.6727952361106873,0.6554577946662903,0.3668854832649231
,20,0.028759653799899733,0.02230538837611675,0.6750833988189697,0.658294677734375,0.4549074172973633
,21,0.028838236585702046,0.022626150771975516,0.6696608066558838,0.6552400588989258,0.446016788482666
,22,0.028086847948408364,0.022351299971342088,0.6691385507583618,0.6527206301689148,0.4476831555366516
,23,0.027982434792683857,0.0227534219622612,0.6825668811798096,0.6670691967010498,0.44947290420532227
,24,0.02785401431714544,0.02457871735095978,0.6755625009536743,0.6598904132843018,0.4019210934638977
,25,0.027566105588385376,0.021762735769152643,0.6898796558380127,0.6784572005271912,0.47362321615219116
,26,0.027369563891967333,0.024832484126091004,0.6797947883605957,0.66612309217453,0.397225022315979
,27,0.027491147639137684,0.022126442566514016,0.6889509558677673,0.6741030812263489,0.46462851762771606
,28,0.026899235378397574,0.021241744235157966,0.6934444308280945,0.6800774931907654,0.48084545135498047
,29,0.026643091167258746,0.022149461880326272,0.6902852654457092,0.6775712966918945,0.46196234226226807
,30,0.026624458463917866,0.02116968110203743,0.697988748550415,0.6841708421707153,0.4857074022293091
,31,0.02638256986911344,0.02113373875617981,0.7056750655174255,0.6915684938430786,0.4912729859352112
,32,0.026066713459273375,0.020594825223088264,0.7076029181480408,0.6951627731323242,0.5002989172935486
,33,0.026098773731748657,0.021502790227532386,0.71024090051651,0.6981372833251953,0.4860180616378784
,34,0.026208351615189324,0.02036268264055252,0.7096222639083862,0.6981663703918457,0.5023777484893799
,35,0.025934117707875695,0.020451507344841958,0.707328200340271,0.6960088610649109,0.49991023540496826
,36,0.025569106369177894,0.02086392343044281,0.7051670551300049,0.6938192844390869,0.49076199531555176
,37,0.02545956417106756,0.020664696395397187,0.7077475190162659,0.6938832402229309,0.4982074499130249
,38,0.025249001007563998,0.020017459243535995,0.7227208018302917,0.7117202281951904,0.516124427318573
,39,0.024858783414163213,0.02003159075975418,0.7206799983978271,0.7078768014907837,0.5119904279708862
,40,0.024944586734665503,0.01963831074535847,0.7213226556777954,0.7087506651878357,0.5197202563285828
,41,0.024599317405926118,0.02002960629761219,0.7290433049201965,0.7165590524673462,0.5201577544212341
,42,0.024617122062066996,0.02037939094007015,0.7263070940971375,0.7148388624191284,0.5080475211143494
,43,0.024286375233516243,0.019327117875218392,0.7328598499298096,0.7220479249954224,0.5367742776870728
,44,0.024314576400314817,0.019640910252928735,0.7324671745300293,0.720213770866394,0.5275235176086426
,45,0.024006322985238367,0.019571179896593092,0.7313417792320251,0.7186980843544006,0.5314646363258362
,46,0.024359190025099432,0.019296368956565856,0.7310566902160645,0.7203665375709534,0.5331313610076904
,47,0.02425855626859287,0.019540542364120485,0.7298690676689148,0.7171035408973694,0.5257703065872192
,48,0.02409422783051977,0.01936773844063282,0.7354841232299805,0.7236564755439758,0.532729983329773
,49,0.023852376562386455,0.018993564322590827,0.7340121269226074,0.7259541153907776,0.5383767485618591
,50,0.02380077990860042,0.019555988907814025,0.7316903471946716,0.7197356820106506,0.5264580249786377
,51,0.023578422632769193,0.019108160585165023,0.7393276691436768,0.7302132844924927,0.5446897745132446
,52,0.02363596860282492,0.01907107774168253,0.7418076992034912,0.7321367859840393,0.5417357683181763
,53,0.023536340195206132,0.019347280636429785,0.7325876951217651,0.7231932878494263,0.5288960933685303
,54,0.023341366763014605,0.019410368427634238,0.7357053160667419,0.7247302532196045,0.5357270836830139
,55,0.023364597249149095,0.01891249753534794,0.7394211292266846,0.7304297089576721,0.544597864151001
,56,0.02312640063833482,0.01883797310292721,0.7435981035232544,0.7345293760299683,0.5471246242523193
,57,0.023149587232435105,0.019179235585033892,0.7442365884780884,0.7351808547973633,0.5430138111114502
,58,0.02311220097512302,0.018569058179855345,0.7440091371536255,0.7342987060546875,0.5526407957077026
,59,0.023038563558296993,0.01901964023709297,0.7366956472396851,0.7273416519165039,0.540814995765686
,60,0.022881750939506115,0.018955928273499012,0.7392295598983765,0.7300416827201843,0.5411255359649658
,61,0.022692783062558362,0.018621846102178097,0.7448714375495911,0.7356587052345276,0.553931474685669
,62,0.022814892435280402,0.019237604364752768,0.7440878748893738,0.7341013550758362,0.5376572012901306
,63,0.022834574932804202,0.019503573328256606,0.7406169176101685,0.7316612005233765,0.5296007394790649
,64,0.02286187184992993,0.018694944307208063,0.7460718154907227,0.7368940711021423,0.5542578101158142
,65,0.022653124617910622,0.018621112592518328,0.7437647581100464,0.7358413934707642,0.5518633723258972
,66,0.022336472111689574,0.01880456581711769,0.7425808310508728,0.7320796847343445,0.5493956804275513
,67,0.02248703686538899,0.018581068143248558,0.7434493899345398,0.7338578701019287,0.549502968788147
,68,0.02216438565513875,0.018592093884944916,0.7435798048973083,0.7311667799949646,0.552599310874939
,69,0.02239577794945476,0.018985065259039403,0.74641352891922,0.7367784380912781,0.5462307929992676
,70,0.022365593803253505,0.018499910086393356,0.747294545173645,0.7372971773147583,0.5558370351791382
,71,0.02227698607683772,0.018477217853069307,0.7451234459877014,0.7337002158164978,0.5532408952713013
,72,0.02222442673058203,0.018638402968645097,0.7481788396835327,0.7395625114440918,0.5551100969314575
,73,0.022070499570431685,0.018550465069711208,0.7456299066543579,0.7361776828765869,0.5536783337593079
,74,0.022174027370344296,0.01868106462061405,0.7448984980583191,0.7350361347198486,0.5527360439300537
,75,0.022205358444906696,0.018508358485996725,0.7479553818702698,0.7382563948631287,0.5569061040878296
,76,0.022236248063347716,0.018559524416923524,0.7482450008392334,0.7383437156677246,0.5573328733444214
,77,0.022105032227712103,0.018870074301958084,0.7466750741004944,0.736244797706604,0.5473869442939758
,78,0.022094901734133168,0.0186580253764987,0.7486369013786316,0.7381126880645752,0.5543302297592163
